Entity,Code,Year,Pri_adj_Enroll_% – Lee-Lee (2016) (%)
Benin,BEN,1990,45
Malawi,MWI,1990,48
Senegal,SEN,1990,48
Cote d'Ivoire,CIV,1990,50
Sudan,SDN,1990,50
Gambia,GMB,1990,52
Democratic Republic of Congo,COD,1990,54
Liberia,LBR,1990,55
Uganda,UGA,1990,56.5
Morocco,MAR,1990,57
Yemen,YEM,1990,57
Guatemala,GTM,1990,66.4
Ghana,GHA,1990,66.9
Cambodia,KHM,1990,68.2
Bangladesh,BGD,1990,69
Kuwait,KWT,1990,69.8
Lesotho,LSO,1990,70
Nepal,NPL,1990,70.2
El Salvador,SLV,1990,71
South Africa,ZAF,1990,73.8
Colombia,COL,1990,74
Dominican Republic,DOM,1990,75
Luxembourg,LUX,1990,75
Cameroon,CMR,1990,76
Nicaragua,NIC,1990,76
Togo,TGO,1990,76
Serbia,SRB,1990,76.4
India,IND,1990,76.5
Romania,ROU,1990,78
Kenya,KEN,1990,78.6
Bolivia,BOL,1990,81
Zambia,ZMB,1990,81
Bulgaria,BGR,1990,84
Myanmar,MMR,1990,84
Swaziland,SWZ,1990,85
Russia,RUS,1990,86.1
Reunion,REU,1990,86.5
Chile,CHL,1990,87
Costa Rica,CRI,1990,87
Hungary,HUN,1990,87
Algeria,DZA,1990,88
Brazil,BRA,1990,88
Ecuador,ECU,1990,88.5
Germany,DEU,1990,89
Venezuela,VEN,1990,89
Trinidad and Tobago,TTO,1990,90
Zimbabwe,ZWE,1990,90.7
Austria,AUT,1990,91
Ireland,IRL,1990,91
Jordan,JOR,1990,91
Uruguay,URY,1990,91
Albania,ALB,1990,91.4
Mauritius,MUS,1990,92
Panama,PAN,1990,92
Czech Republic,CZE,1990,92.1
Italy,ITA,1990,92.1
Greece,GRC,1990,93
Honduras,HND,1990,93
Libya,LBY,1990,93
Malaysia,MYS,1990,93
Switzerland,CHE,1990,93
Cuba,CUB,1990,94
Iran,IRN,1990,94
Iraq,IRQ,1990,94
Netherlands,NLD,1990,95
Paraguay,PRY,1990,95
Barbados,BRB,1990,96
Belgium,BEL,1990,96
Denmark,DNK,1990,96
Tunisia,TUN,1990,96
Poland,POL,1990,97
Portugal,PRT,1990,97
United Kingdom,GBR,1990,97
Hong Kong,HKG,1990,97.7
Australia,AUS,1990,98
Canada,CAN,1990,98
China,CHN,1990,98
Indonesia,IDN,1990,98
Taiwan,TWN,1990,98
United States,USA,1990,98
Finland,FIN,1990,99
Guyana,GUY,1990,99
Malta,MLT,1990,99
Norway,NOR,1990,99
Sweden,SWE,1990,99
Syria,SYR,1990,99
Egypt,EGY,1990,99.6
Argentina,ARG,1990,100
Belize,BLZ,1990,100
Cyprus,CYP,1990,100
Fiji,FJI,1990,100
France,FRA,1990,100
Iceland,ISL,1990,100
Jamaica,JAM,1990,100
Japan,JPN,1990,100
Mexico,MEX,1990,100
New Zealand,NZL,1990,100
Peru,PER,1990,100
Philippines,PHL,1990,100
South Korea,KOR,1990,100
Spain,ESP,1990,100
Sri Lanka,LKA,1990,100
Thailand,THA,1990,100
Turkey,TUR,1990,100
Mali,MLI,1995,24.8
Niger,NER,1995,24.9
Haiti,HTI,1995,26
Sierra Leone,SLE,1995,40.8
Mozambique,MOZ,1995,43.8
Afghanistan,AFG,1995,46.1
Sudan,SDN,1995,52
Cote d'Ivoire,CIV,1995,52.4
Yemen,YEM,1995,52.5
Benin,BEN,1995,53.3
Senegal,SEN,1995,54.6
Liberia,LBR,1995,60
Democratic Republic of Congo,COD,1995,61
Pakistan,PAK,1995,61
Cameroon,CMR,1995,62.5
Uganda,UGA,1995,62.8
Gambia,GMB,1995,63.1
Ghana,GHA,1995,66.9
Iraq,IRQ,1995,68.8
Bangladesh,BGD,1995,69
Morocco,MAR,1995,70.6
Serbia,SRB,1995,70.6
Kuwait,KWT,1995,70.8
Guatemala,GTM,1995,73.1
Kenya,KEN,1995,73.9
Cambodia,KHM,1995,74.3
Togo,TGO,1995,74.3
Lesotho,LSO,1995,78
Myanmar,MMR,1995,79
South Africa,ZAF,1995,79.2
Venezuela,VEN,1995,80.1
Bolivia,BOL,1995,81
El Salvador,SLV,1995,81
Iran,IRN,1995,81.9
Thailand,THA,1995,84.4
Colombia,COL,1995,85
Dominican Republic,DOM,1995,85.5
Belgium,BEL,1995,86.5
Nepal,NPL,1995,86.9
Zambia,ZMB,1995,87.2
Guyana,GUY,1995,89.3
Jordan,JOR,1995,89.3
Reunion,REU,1995,89.5
Zimbabwe,ZWE,1995,90.7
Ireland,IRL,1995,91
Malaysia,MYS,1995,91
Peru,PER,1995,91
Nicaragua,NIC,1995,91.3
Albania,ALB,1995,91.4
Ecuador,ECU,1995,92
Egypt,EGY,1995,92
Chile,CHL,1995,92.1
Czech Republic,CZE,1995,92.1
Bulgaria,BGR,1995,92.2
Tunisia,TUN,1995,92.8
Trinidad and Tobago,TTO,1995,93.1
Canada,CAN,1995,93.4
Syria,SYR,1995,93.9
Greece,GRC,1995,94
Hong Kong,HKG,1995,94.1
Poland,POL,1995,94.1
Brazil,BRA,1995,94.8
South Korea,KOR,1995,95
Swaziland,SWZ,1995,95
Uruguay,URY,1995,95
Costa Rica,CRI,1995,95.2
Panama,PAN,1995,95.4
Libya,LBY,1995,95.6
Barbados,BRB,1995,96
India,IND,1995,96
Romania,ROU,1995,96
United States,USA,1995,96.1
Austria,AUT,1995,97
Hungary,HUN,1995,97
Iceland,ISL,1995,97
Indonesia,IDN,1995,97
Algeria,DZA,1995,97.4
Honduras,HND,1995,97.7
Turkey,TUR,1995,97.7
Luxembourg,LUX,1995,97.8
Italy,ITA,1995,98
Taiwan,TWN,1995,98
Mauritius,MUS,1995,98.4
Belize,BLZ,1995,99
China,CHN,1995,99
Cuba,CUB,1995,99
Fiji,FJI,1995,99
Netherlands,NLD,1995,99
Norway,NOR,1995,99
Paraguay,PRY,1995,99.2
Australia,AUS,1995,99.8
Argentina,ARG,1995,100
Cyprus,CYP,1995,100
Denmark,DNK,1995,100
Finland,FIN,1995,100
France,FRA,1995,100
Germany,DEU,1995,100
Jamaica,JAM,1995,100
Japan,JPN,1995,100
Malawi,MWI,1995,100
Malta,MLT,1995,100
Mexico,MEX,1995,100
New Zealand,NZL,1995,100
Philippines,PHL,1995,100
Portugal,PRT,1995,100
Russia,RUS,1995,100
Spain,ESP,1995,100
Sri Lanka,LKA,1995,100
Sweden,SWE,1995,100
Switzerland,CHE,1995,100
United Kingdom,GBR,1995,100
Afghanistan,AFG,2000,17.6
Niger,NER,2000,29.9
Sudan,SDN,2000,43.5
Democratic Republic of Congo,COD,2000,44.8
Mali,MLI,2000,51.2
Mozambique,MOZ,2000,56.6
Cote d'Ivoire,CIV,2000,58.4
Senegal,SEN,2000,58.7
Sierra Leone,SLE,2000,60.5
Cameroon,CMR,2000,60.9
Benin,BEN,2000,64.9
Yemen,YEM,2000,65.2
Pakistan,PAK,2000,67.9
Zambia,ZMB,2000,78.8
Swaziland,SWZ,2000,79.7
Cambodia,KHM,2000,80.3
Morocco,MAR,2000,80.6
Ghana,GHA,2000,81.7
Gambia,GMB,2000,82.3
Togo,TGO,2000,82.5
Iraq,IRQ,2000,84.2
Algeria,DZA,2000,88.4
Guatemala,GTM,2000,88.9
Romania,ROU,2000,89.9
Kenya,KEN,2000,90.4
Reunion,REU,2000,91.9
India,IND,2000,92
Jamaica,JAM,2000,92.1
Barbados,BRB,2000,94
Malta,MLT,2000,94.1
Venezuela,VEN,2000,94.2
Thailand,THA,2000,94.5
Nepal,NPL,2000,94.7
Australia,AUS,2000,95
Luxembourg,LUX,2000,95
Egypt,EGY,2000,95.4
Iran,IRN,2000,95.6
Nicaragua,NIC,2000,95.8
Bangladesh,BGD,2000,95.9
Greece,GRC,2000,96
New Zealand,NZL,2000,96
Lesotho,LSO,2000,96.4
Trinidad and Tobago,TTO,2000,96.7
Cyprus,CYP,2000,97
El Salvador,SLV,2000,97.1
Hong Kong,HKG,2000,97.1
Libya,LBY,2000,97.1
Belgium,BEL,2000,97.2
Tunisia,TUN,2000,97.3
Haiti,HTI,2000,97.4
Honduras,HND,2000,97.4
Myanmar,MMR,2000,97.5
South Africa,ZAF,2000,97.6
Albania,ALB,2000,98
Chile,CHL,2000,98
Malaysia,MYS,2000,98
Poland,POL,2000,98.2
Panama,PAN,2000,98.7
Fiji,FJI,2000,98.8
Hungary,HUN,2000,98.9
Turkey,TUR,2000,98.9
Canada,CAN,2000,99
Netherlands,NLD,2000,99
Taiwan,TWN,2000,99
Uruguay,URY,2000,99.3
Mexico,MEX,2000,99.4
Cuba,CUB,2000,99.6
France,FRA,2000,99.7
Argentina,ARG,2000,100
Austria,AUT,2000,100
Belize,BLZ,2000,100
Bolivia,BOL,2000,100
Brazil,BRA,2000,100
Bulgaria,BGR,2000,100
China,CHN,2000,100
Colombia,COL,2000,100
Costa Rica,CRI,2000,100
Czech Republic,CZE,2000,100
Denmark,DNK,2000,100
Dominican Republic,DOM,2000,100
Ecuador,ECU,2000,100
Finland,FIN,2000,100
Germany,DEU,2000,100
Guyana,GUY,2000,100
Iceland,ISL,2000,100
Indonesia,IDN,2000,100
Ireland,IRL,2000,100
Italy,ITA,2000,100
Japan,JPN,2000,100
Jordan,JOR,2000,100
Kuwait,KWT,2000,100
Liberia,LBR,2000,100
Malawi,MWI,2000,100
Mauritius,MUS,2000,100
Norway,NOR,2000,100
Paraguay,PRY,2000,100
Peru,PER,2000,100
Philippines,PHL,2000,100
Portugal,PRT,2000,100
Russia,RUS,2000,100
Serbia,SRB,2000,100
South Korea,KOR,2000,100
Spain,ESP,2000,100
Sri Lanka,LKA,2000,100
Sweden,SWE,2000,100
Switzerland,CHE,2000,100
Syria,SYR,2000,100
Uganda,UGA,2000,100
United Kingdom,GBR,2000,100
United States,USA,2000,100
Zimbabwe,ZWE,2000,100
Niger,NER,2005,47.3
Sudan,SDN,2005,54.1
Cote d'Ivoire,CIV,2005,56.6
Mali,MLI,2005,65.1
Senegal,SEN,2005,71.4
Cameroon,CMR,2005,74
Democratic Republic of Congo,COD,2005,78.2
Sierra Leone,SLE,2005,80.3
Pakistan,PAK,2005,81.4
Afghanistan,AFG,2005,82.3
Benin,BEN,2005,82.4
Yemen,YEM,2005,84.6
Ghana,GHA,2005,84.8
Gambia,GMB,2005,85.2
Swaziland,SWZ,2005,85.2
Togo,TGO,2005,87.1
Liberia,LBR,2005,87.4
Bangladesh,BGD,2005,88.9
Thailand,THA,2005,89
Mozambique,MOZ,2005,90.5
Barbados,BRB,2005,91
Morocco,MAR,2005,91.6
Nepal,NPL,2005,92.3
Lesotho,LSO,2005,93
Jamaica,JAM,2005,93.3
Reunion,REU,2005,93.8
Trinidad and Tobago,TTO,2005,93.8
Malta,MLT,2005,94.5
Russia,RUS,2005,94.5
Algeria,DZA,2005,95
Australia,AUS,2005,95
Hong Kong,HKG,2005,95.2
Iraq,IRQ,2005,95.7
Hungary,HUN,2005,95.9
Sweden,SWE,2005,96
Poland,POL,2005,96.3
Dominican Republic,DOM,2005,96.5
Luxembourg,LUX,2005,96.6
New Zealand,NZL,2005,97
Zimbabwe,ZWE,2005,97
Sri Lanka,LKA,2005,97.2
Mexico,MEX,2005,97.3
Albania,ALB,2005,97.8
Belgium,BEL,2005,97.8
Venezuela,VEN,2005,97.9
Iceland,ISL,2005,98
Netherlands,NLD,2005,98
Taiwan,TWN,2005,98
Libya,LBY,2005,98.1
Haiti,HTI,2005,98.4
Cuba,CUB,2005,98.5
South Africa,ZAF,2005,98.5
Bulgaria,BGR,2005,98.6
Iran,IRN,2005,98.6
Austria,AUT,2005,98.8
Czech Republic,CZE,2005,98.9
Guatemala,GTM,2005,98.9
Denmark,DNK,2005,99
Finland,FIN,2005,99
Norway,NOR,2005,99
Panama,PAN,2005,99.1
Canada,CAN,2005,99.2
Argentina,ARG,2005,100
Belize,BLZ,2005,100
Bolivia,BOL,2005,100
Brazil,BRA,2005,100
Cambodia,KHM,2005,100
Chile,CHL,2005,100
China,CHN,2005,100
Colombia,COL,2005,100
Costa Rica,CRI,2005,100
Cyprus,CYP,2005,100
Ecuador,ECU,2005,100
Egypt,EGY,2005,100
El Salvador,SLV,2005,100
Fiji,FJI,2005,100
France,FRA,2005,100
Germany,DEU,2005,100
Greece,GRC,2005,100
Guyana,GUY,2005,100
Honduras,HND,2005,100
India,IND,2005,100
Indonesia,IDN,2005,100
Ireland,IRL,2005,100
Italy,ITA,2005,100
Japan,JPN,2005,100
Jordan,JOR,2005,100
Kenya,KEN,2005,100
Kuwait,KWT,2005,100
Malawi,MWI,2005,100
Malaysia,MYS,2005,100
Mauritius,MUS,2005,100
Myanmar,MMR,2005,100
Nicaragua,NIC,2005,100
Paraguay,PRY,2005,100
Peru,PER,2005,100
Philippines,PHL,2005,100
Portugal,PRT,2005,100
Romania,ROU,2005,100
Serbia,SRB,2005,100
South Korea,KOR,2005,100
Spain,ESP,2005,100
Switzerland,CHE,2005,100
Syria,SYR,2005,100
Tunisia,TUN,2005,100
Turkey,TUR,2005,100
Uganda,UGA,2005,100
United Kingdom,GBR,2005,100
United States,USA,2005,100
Uruguay,URY,2005,100
Zambia,ZMB,2005,100
Sudan,SDN,2010,60.4
Niger,NER,2010,62.1
Cote d'Ivoire,CIV,2010,65
Mali,MLI,2010,78.4
Senegal,SEN,2010,78.7
Gambia,GMB,2010,82.5
Guyana,GUY,2010,82.6
Afghanistan,AFG,2010,83.2
Yemen,YEM,2010,86
Lesotho,LSO,2010,88
Thailand,THA,2010,88.1
Democratic Republic of Congo,COD,2010,88.5
Pakistan,PAK,2010,90.9
Bangladesh,BGD,2010,91
Cameroon,CMR,2010,92.1
Bolivia,BOL,2010,92.3
Paraguay,PRY,2010,92.4
Luxembourg,LUX,2010,93.3
Malta,MLT,2010,94.2
Liberia,LBR,2010,94.5
Jamaica,JAM,2010,94.6
Romania,ROU,2010,95.3
Reunion,REU,2010,95.4
Serbia,SRB,2010,95.5
Australia,AUS,2010,96
Barbados,BRB,2010,96
Panama,PAN,2010,96.4
Iraq,IRQ,2010,97.1
Hong Kong,HKG,2010,97.2
Poland,POL,2010,97.2
Austria,AUT,2010,97.5
Chile,CHL,2010,98
New Zealand,NZL,2010,98
Sri Lanka,LKA,2010,98.3
Zimbabwe,ZWE,2010,98.3
Jordan,JOR,2010,98.4
Russia,RUS,2010,98.4
Albania,ALB,2010,98.5
South Africa,ZAF,2010,98.5
Swaziland,SWZ,2010,98.5
Libya,LBY,2010,98.9
Finland,FIN,2010,99
Iceland,ISL,2010,99
Norway,NOR,2010,99
Taiwan,TWN,2010,99
United States,USA,2010,99
Haiti,HTI,2010,99.1
Dominican Republic,DOM,2010,99.2
Venezuela,VEN,2010,99.2
Trinidad and Tobago,TTO,2010,99.3
Canada,CAN,2010,99.4
Algeria,DZA,2010,100
Argentina,ARG,2010,100
Belgium,BEL,2010,100
Belize,BLZ,2010,100
Benin,BEN,2010,100
Brazil,BRA,2010,100
Bulgaria,BGR,2010,100
Cambodia,KHM,2010,100
China,CHN,2010,100
Colombia,COL,2010,100
Costa Rica,CRI,2010,100
Cuba,CUB,2010,100
Cyprus,CYP,2010,100
Czech Republic,CZE,2010,100
Denmark,DNK,2010,100
Ecuador,ECU,2010,100
Egypt,EGY,2010,100
El Salvador,SLV,2010,100
Fiji,FJI,2010,100
France,FRA,2010,100
Germany,DEU,2010,100
Ghana,GHA,2010,100
Greece,GRC,2010,100
Guatemala,GTM,2010,100
Honduras,HND,2010,100
Hungary,HUN,2010,100
India,IND,2010,100
Indonesia,IDN,2010,100
Iran,IRN,2010,100
Ireland,IRL,2010,100
Italy,ITA,2010,100
Japan,JPN,2010,100
Kenya,KEN,2010,100
Kuwait,KWT,2010,100
Malawi,MWI,2010,100
Malaysia,MYS,2010,100
Mauritius,MUS,2010,100
Mexico,MEX,2010,100
Morocco,MAR,2010,100
Mozambique,MOZ,2010,100
Myanmar,MMR,2010,100
Nepal,NPL,2010,100
Netherlands,NLD,2010,100
Nicaragua,NIC,2010,100
Peru,PER,2010,100
Philippines,PHL,2010,100
Portugal,PRT,2010,100
Sierra Leone,SLE,2010,100
South Korea,KOR,2010,100
Spain,ESP,2010,100
Sweden,SWE,2010,100
Switzerland,CHE,2010,100
Syria,SYR,2010,100
Togo,TGO,2010,100
Tunisia,TUN,2010,100
Turkey,TUR,2010,100
Uganda,UGA,2010,100
United Kingdom,GBR,2010,100
Uruguay,URY,2010,100
Zambia,ZMB,2010,100
